,year_built,permalink,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1676,1999,9393-Wintercreek-Ct_Tallahassee_FL_32309_M67516-36628,599900.0,6751636628,2960878680,https://ap.rdcpix.com/ab23d46374bea887c73dfca8883b8d4dl-m43392879s-w1024_h768.jpg,2024-01-12,570000.0,96268,2667,3,2,3,32309,Florida,Tallahassee,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1
1677,1995,2959-Paddington-Dr_Tallahassee_FL_32309_M66695-77022,435000.0,6669577022,2961966323,https://ap.rdcpix.com/ad002666cb85b08a8aa9407c5e7081e0l-m707931249s-w1024_h768.jpg,2024-01-12,425000.0,6098,1893,2,2,4,32309,Florida,Tallahassee,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
1678,1991,4434-Stratfordshire-Ct_Tallahassee_FL_32309_M67338-23507,249500.0,6733823507,2962499565,https://ap.rdcpix.com/25a54c9194e0f1429d558d6b30820761l-b1538956899s-w1024_h768.jpg,2024-01-12,244500.0,1307,1174,2,0,2,32309,Florida,Tallahassee,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1
1679,1998,1775-Newman-Ln_Tallahassee_FL_32312_M64552-60587,325000.0,6455260587,2961885214,https://ap.rdcpix.com/df10260e99ccbee4d7d72edb1a2281c2l-m689304866s-w1024_h768.jpg,2024-01-12,312000.0,6098,1624,2,2,3,32312,Florida,Tallahassee,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0
1680,1977,3213-Storrington-Dr_Tallahassee_FL_32309_M55206-68016,190000.0,5520668016,2962087136,https://ap.rdcpix.com/586b5a046889bf9e836c7e3255698eddl-m3504719623s-w1024_h768.jpg,2024-01-12,169500.0,19166,1512,2,2,3,32309,Florida,Tallahassee,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
1681,2001,3304-Dartmouth-Dr_Tallahassee_FL_32317_M64372-16656,300000.0,6437216656,2957402273,https://ap.rdcpix.com/befe0bf073b1ea19f388a536994cec2dl-m3138090597s-w1024_h768.jpg,2024-01-12,297000.0,6970,1411,2,2,3,32317,Florida,Tallahassee,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1
1682,2006,5560-Hampton-Hill-Cir_Tallahassee_FL_32311_M58346-21017,299000.0,5834621017,2962271828,https://ap.rdcpix.com/ee105fbffdea2484069929d53f7572e2l-m1947925870s-w1024_h768.jpg,2024-01-12,299000.0,6970,1706,2,2,3,32311,Florida,Tallahassee,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
1683,1960,1422-George-Calvin-Bess-Jr-Way_Tallahassee_FL_32310_M62126-85196,64000.0,6212685196,2956506798,https://ap.rdcpix.com/cd42b257cb9fcd23fcbd792c4b8ad7ffl-m266417417s-w1024_h768.jpg,2024-01-12,59000.0,5227,1088,2,0,4,32310,Florida,Tallahassee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,2004,3919-Monterey-Pines-Trl_Tallahassee_FL_32309_M56768-78928,689000.0,5676878928,2960584752,https://ap.rdcpix.com/78b676aa53bcfb5dc2723d948ed910d3l-m1816142968s-w1024_h768.jpg,2024-01-12,660000.0,27443,3281,4,2,4,32309,Florida,Tallahassee,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
1685,1958,2056-Hillsborough-St_Tallahassee_FL_32310_M62764-84489,79000.0,6276484489,2962315834,https://ap.rdcpix.com/9d1bcd3930ea76eb8559d7894ad5b02fl-m2627633010s-w1024_h768.jpg,2024-01-12,79000.0,7841,850,1,0,3,32310,Florida,Tallahassee,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1686,2007,3166-Coneflower-Dr_Tallahassee_FL_32311_M55915-30349,599900.0,5591530349,2961975165,https://ap.rdcpix.com/86c32ce9b3bdacf421e530953df10a11l-m946553816s-w1024_h768.jpg,2024-01-12,570000.0,9148,2966,4,2,5,32311,Florida,Tallahassee,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1
1689,1976,4801-Easy-St_Tallahassee_FL_32303_M69326-37311,225000.0,6932637311,2962313741,https://ap.rdcpix.com/effdac3e471c9cc3fd9581330b9acc78l-m854735872s-w1024_h768.jpg,2024-01-11,228000.0,10890,1250,2,0,3,32303,Florida,Tallahassee,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
1690,2004,2738-W-Tharpe-St-Apt-505_Tallahassee_FL_32303_M58305-08890,153900.0,5830508890,2961419614,https://ap.rdcpix.com/65b8a559c8a012d7275e8e8281eff8c1l-m1648329819s-w1024_h768.jpg,2024-01-11,151000.0,871,1209,3,0,3,32303,Florida,Tallahassee,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1
1691,1981,744-Litchfield-Rd_Tallahassee_FL_32312_M50378-01826,440000.0,5037801826,2961951061,https://ap.rdcpix.com/3b146e84c85effe8ff1ce0dbb038d977l-m2705070433s-w1024_h768.jpg,2024-01-11,430000.0,35284,2440,3,2,4,32312,Florida,Tallahassee,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1
1692,1999,1518-Country-Ln_Tallahassee_FL_32304_M64033-04649,172000.0,6403304649,2959604699,https://ap.rdcpix.com/a1babb6b7d78b5253dbd78dbe8058b20l-m2012133799s-w1024_h768.jpg,2024-01-11,172000.0,12632,1137,2,0,3,32304,Florida,Tallahassee,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1693,1966,1107-Richview-Rd_Tallahassee_FL_32301_M58404-35696,295000.0,5840435696,2959510838,https://ap.rdcpix.com/efa92d19c13e4cf0c3183256b8235a7dl-m3226860939s-w1024_h768.jpg,2024-01-11,295000.0,12197,1452,2,0,3,32301,Florida,Tallahassee,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
1694,1971,2328-Skyland-Dr_Tallahassee_FL_32303_M53143-15119,210000.0,5314315119,2959691446,https://ap.rdcpix.com/b3a641a4f43250508697b6e242b2a338l-m2733945500s-w1024_h768.jpg,2024-01-11,185000.0,10019,1512,3,0,4,32303,Florida,Tallahassee,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1695,1994,867-Violet-St_Tallahassee_FL_32308_M60228-26591,295000.0,6022826591,2961945964,https://ap.rdcpix.com/bbdcaf3d3b05ce203aad6345e5b9483bl-m4200541443s-w1024_h768.jpg,2024-01-11,282000.0,11326,1553,2,2,3,32308,Florida,Tallahassee,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1
1696,2005,2557-Twain-Dr_Tallahassee_FL_32311_M63693-49598,490000.0,6369349598,2960938245,https://ap.rdcpix.com/054ec73823cbd24e48aece6fe26de1c1l-m990469715s-w1024_h768.jpg,2024-01-11,472500.0,8276,2045,3,2,3,32311,Florida,Tallahassee,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
1697,1967,2020-Continental-Ave-Apt-132_Tallahassee_FL_32304_M56549-85447,89000.0,5654985447,2961817372,https://ap.rdcpix.com/5093f4a3b02596d55fb4856c2224fe6dl-m1922130108s-w1024_h768.jpg,2024-01-10,68000.0,871,710,1,0,1,32304,Florida,Tallahassee,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1698,2020,3106-Persimmon-Dr_Tallahassee_FL_32312_M99223-92645,815000.0,9922392645,2962195433,https://ap.rdcpix.com/be2d089a58dcaf14c02268b28266c367l-m3474922755s-w1024_h768.jpg,2024-01-10,810000.0,23087,2670,3,3,4,32312,Florida,Tallahassee,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1
1699,1988,252-Whetherbine-Way-E_Tallahassee_FL_32301_M61060-04175,194900.0,6106004175,2962010115,https://ap.rdcpix.com/059d0d2d7db8ed4d485d2f5145ae05f4l-m769030125s-w1024_h768.jpg,2024-01-10,194900.0,7841,960,2,0,2,32301,Florida,Tallahassee,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
1700,1977,6325-Thomasville-Rd_Tallahassee_FL_32312_M65702-63286,299900.0,6570263286,2958385623,https://ap.rdcpix.com/770133a83794371b7f9e2b49e1574038l-m4126256809s-w1024_h768.jpg,2024-01-10,278000.0,40946,1865,2,0,4,32312,Florida,Tallahassee,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
1701,1970,502-Dupont-Dr_Tallahassee_FL_32305_M63787-04970,240000.0,6378704970,2958073047,https://ap.rdcpix.com/3d5c54ee0c9a869435596b542d624ae4l-m3708687441s-w1024_h768.jpg,2024-01-10,236000.0,22651,2590,2,0,3,32305,Florida,Tallahassee,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1702,2002,5707-Sioux-Dr_Tallahassee_FL_32317_M59758-91405,420000.0,5975891405,2961300926,https://ap.rdcpix.com/80ac824a07008c626e3d99632601ace9l-m838667109s-w1024_h768.jpg,2024-01-10,415000.0,10890,2123,2,2,4,32317,Florida,Tallahassee,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1
1703,2019,9072-Hardwood-Ln_Tallahassee_FL_32311_M60991-73135,114900.0,6099173135,2961767459,https://ap.rdcpix.com/5d0961c6448d4a1b5908d5a0bc584f3cl-m3478876020s-w1024_h768.jpg,2024-01-10,112000.0,44867,1155,2,0,3,32311,Florida,Tallahassee,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
1704,2016,7273-White-Clover-Ct_Tallahassee_FL_32311_M53454-33617,559900.0,5345433617,2962014539,https://ap.rdcpix.com/f02c5d0d852b8e05851e05cbbb5059d6l-m535021307s-w1024_h768.jpg,2024-01-10,559900.0,28750,2142,3,2,4,32311,Florida,Tallahassee,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
1705,1991,3158-Huttersfield-Cir_Tallahassee_FL_32303_M51969-61029,234900.0,5196961029,2961633071,https://ap.rdcpix.com/46076bb075752a74243c74ee54605f42l-m4282408533s-w1024_h768.jpg,2024-01-09,234900.0,6970,1248,2,2,3,32303,Florida,Tallahassee,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
1706,1992,8324-Lesley-St_Tallahassee_FL_32305_M56347-24055,72500.0,5634724055,2961732574,https://ap.rdcpix.com/512826ae8856590873a7c762710258del-m3105736283s-w1024_h768.jpg,2024-01-08,50000.0,32670,1012,2,0,3,32305,Florida,Tallahassee,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1708,1984,1327-Airport-Dr-Apt-E15_Tallahassee_FL_32304_M69318-59217,200000.0,6931859217,2962652799,https://ap.rdcpix.com/e70f04c50c413ebddfab0c7036225d3cl-m1241662977s-w1024_h768.jpg,2024-01-08,200000.0,1742,1083,3,3,2,32304,Florida,Tallahassee,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
1709,2018,3637-Rhoden-Hill-Way_Tallahassee_FL_32312_M54670-06462,899900.0,5467006462,2961728776,https://ap.rdcpix.com/8d984a3c82077b100efd8ac64b2be689l-m1986474935s-w1024_h768.jpg,2024-01-08,875000.0,23087,2518,4,2,3,32312,Florida,Tallahassee,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1710,2005,620-Glen-Iris-Dr-NE-Unit-225_Atlanta_GA_30308_M65092-97699,419500.0,6509297699,2961024920,https://ap.rdcpix.com/329f07617a83b5773e8fd3a7496b9748l-m1227293071s-w1024_h768.jpg,2024-01-12,388000.0,1002,1003,2,2,2,30308,Georgia,Atlanta,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0
1711,1960,3669-Peachtree-Rd-NE-Apt-3D_Atlanta_GA_30319_M68670-35737,240000.0,6867035737,2959884761,https://ap.rdcpix.com/60c3d760ac22776066f849e865d67a4fl-m2984373604s-w1024_h768.jpg,2024-01-12,232000.0,1133,1132,1,1,2,30319,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0
1712,1990,319-Grant-St-SE_Atlanta_GA_30312_M50125-31481,399000.0,5012531481,2961739467,https://ap.rdcpix.com/37fbf4db3bb3733e8076e94b2c7083fel-m3635611917s-w1024_h768.jpg,2024-01-12,395000.0,2047,1152,3,0,2,30312,Georgia,Atlanta,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1
1713,1983,475-Mount-Vernon-Hwy-NE-Apt-C132_Atlanta_GA_30328_M61519-17495,165000.0,6151917495,2960180423,https://ap.rdcpix.com/9acdc4dd45cd828bc6779e8d2448caa6l-m2240716474s-w1024_h768.jpg,2024-01-12,136000.0,701,700,1,0,1,30328,Georgia,Sandy Springs,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1714,1983,201-Bainbridge-Dr_Sandy-Springs_GA_30327_M66469-13367,300000.0,6646913367,2962073720,https://ap.rdcpix.com/92f3c5b5c21700a22ab034cfaba5508cl-m4227345139s-w1024_h768.jpg,2024-01-12,287000.0,1133,1111,1,0,1,30327,Georgia,Sandy Springs,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
1715,2006,2539-Preston-View-Ct-SW_Atlanta_GA_30315_M64523-31770,350000.0,6452331770,2961987122,https://ap.rdcpix.com/37812f7642ef85fb999dc7e87b6dba0dl-m2816726459s-w1024_h768.jpg,2024-01-12,330000.0,5663,2400,3,2,3,30315,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
1717,1966,1412-Foxhall-Ln-SE-Apt-3_Atlanta_GA_30316_M60510-50696,160000.0,6051050696,2960751595,https://ap.rdcpix.com/f2ff25e2da41c2a6a16e7e0a5ed818c4l-m1884225234s-w1024_h768.jpg,2024-01-11,154000.0,4356,792,1,0,2,30316,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1718,2005,840-United-Ave-SE-Unit-309_Atlanta_GA_30312_M92238-46849,350000.0,9223846849,2960169743,https://ap.rdcpix.com/32fbbec28f1355bf27ebb5cbed63cad3l-m357158827s-w1024_h768.jpg,2024-01-11,350000.0,1045,1059,2,0,2,30312,Georgia,Atlanta,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1719,2002,2565-Laurel-Cir-NW_Atlanta_GA_30311_M59177-72828,225900.0,5917772828,2961024036,https://ap.rdcpix.com/91e49e97e3303014cb1f1cc9dc20e94cl-m3984081952s-w1024_h768.jpg,2024-01-11,225900.0,2178,1507,3,1,3,30311,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1720,1945,1178-Fenwood-St-SW_Atlanta_GA_30314_M50114-51471,199000.0,5011451471,2962381413,https://ap.rdcpix.com/525c84806f631a82845bdf73da64208fl-m2658252342s-w1024_h768.jpg,2024-01-11,188000.0,5314,1373,2,0,4,30314,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1721,1956,1331-Jody-Ln-NE_Atlanta_GA_30329_M62043-34109,635000.0,6204334109,2962409594,https://ap.rdcpix.com/415d706503049ca658d016afc0fd7125l-b448307689s-w1024_h768.jpg,2024-01-11,642500.0,13068,2046,2,0,4,30329,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
1722,1937,3223-Oakdale-Rd_Hapeville_GA_30354_M66874-34745,335000.0,6687434745,2957299503,https://ap.rdcpix.com/82697a891c5643f02a3859a00e06a5bal-m3869830520s-w1024_h768.jpg,2024-01-11,325000.0,10193,1448,2,0,3,30354,Georgia,Hapeville,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1723,2018,4813-Ralin-Ct_Atlanta_GA_30331_M95144-81527,618000.0,9514481527,2959949617,https://ap.rdcpix.com/3040bf94b592fd1b4f068d2b7f6188ael-m182863024s-w1024_h768.jpg,2024-01-11,620000.0,9583,5526,5,2,6,30331,Georgia,Atlanta,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0
1724,1940,1350-N-Morningside-Dr-NE-Apt-10_Atlanta_GA_30306_M50927-05900,249900.0,5092705900,2961380210,https://ap.rdcpix.com/d9a1c4563d1e5ea8603a2087fefdd6bcl-m1453316073s-w1024_h768.jpg,2024-01-10,247400.0,601,581,1,0,1,30306,Georgia,Atlanta,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
1726,2014,405-Alderwood-St_Sandy-Springs_GA_30328_M60579-68770,595000.0,6057968770,2959679853,https://ap.rdcpix.com/44d34b06662fc6f05e85a7479802a46el-m810870695s-w1024_h768.jpg,2024-01-10,585000.0,1002,2140,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1727,1983,11-Belmonte-Ct-SW_Atlanta_GA_30311_M53954-99051,249900.0,5395499051,2958473819,https://ap.rdcpix.com/39b841d88226fea16e45bf437d94f35dl-m1531284102s-w1024_h768.jpg,2024-01-10,230000.0,1363,1364,3,2,2,30311,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
1728,1965,620-Peachtree-St-NE-Apt-508_Atlanta_GA_30308_M67234-87327,219000.0,6723487327,2962080194,https://ap.rdcpix.com/6bc4d8a6f2bae7614951fbd63b7d60ccl-m4214321503s-w1024_h768.jpg,2024-01-10,220000.0,784,786,1,1,1,30308,Georgia,Atlanta,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0
1729,1926,938-Lullwater-Rd-NE_Atlanta_GA_30307_M68666-84449,2200000.0,6866684449,2960397310,https://ap.rdcpix.com/1e2bc75bdb90cdcccd2ed680d05196d9l-m746393142s-w1024_h768.jpg,2024-01-10,1915000.0,74052,4569,5,2,4,30307,Georgia,Atlanta,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1730,2005,585-McWilliams-Rd-SE-Unit-2601_Atlanta_GA_30315_M62709-15016,230000.0,6270915016,2960487853,https://ap.rdcpix.com/4655acc3cd366a88f9416c77a0a0651dl-m3103556002s-w1024_h768.jpg,2024-01-09,200000.0,1307,1529,3,0,3,30315,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1731,1979,190-Northglenn-Ct_Atlanta_GA_30342_M50977-14424,1400000.0,5097714424,2961716314,https://ap.rdcpix.com/786d7863d7297c9e57f35534ab2b6b63l-b1242153329s-w1024_h768.jpg,2024-01-09,1375000.0,19689,5465,5,2,5,30342,Georgia,Sandy Springs,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1733,2005,1996-Conrad-Ave-SE_Atlanta_GA_30315_M67689-69478,200000.0,6768969478,2961580175,https://ap.rdcpix.com/d7dfc5747c3b938758f35a42048de497l-m4014715478s-w1024_h768.jpg,2024-01-09,200000.0,7231,1300,2,0,3,30315,Georgia,Atlanta,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1735,2021,1729-Barclay-Close-NW_Atlanta_GA_30318_M99894-97409,1475000.0,9989497409,2962104277,https://ap.rdcpix.com/b39a14121e77d4bc8e789f26c8efc024l-b2487341248s-w1024_h768.jpg,2024-01-09,1410000.0,13068,5702,5,2,4,30318,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1736,2019,6071-Boylston-Dr_Atlanta_GA_30328_M96882-34273,695000.0,9688234273,2962714566,https://ap.rdcpix.com/1427646147ef00e41e40ee056ae662cdl-m3017144703s-w1024_h768.jpg,2024-01-09,710000.0,1307,2740,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
1737,2017,1301-Peachtree-St-NE-Unit-5F_Atlanta_GA_30309_M94084-42388,3100000.0,9408442388,2956120707,https://ap.rdcpix.com/9907287532c23642ee5874631897bcd1l-m937159624s-w1024_h768.jpg,2024-01-08,2600000.0,2570,2569,3,3,2,30309,Georgia,Atlanta,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
1738,1999,995-Heatherbrook-Ln-NE_Atlanta_GA_30324_M60009-92752,525000.0,6000992752,2961311158,https://ap.rdcpix.com/d05d9a8fc9d6615ecd365b0fd1bfabefl-m236780098s-w1024_h768.jpg,2024-01-08,530000.0,1124,2172,4,2,4,30324,Georgia,Atlanta,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1740,1963,215-Piedmont-Ave-NE-Apt-406_Atlanta_GA_30308_M61792-33247,250000.0,6179233247,2962645438,https://ap.rdcpix.com/c0b4ed920b6df0c728dfcc633a64a911l-m3026315787s-w1024_h768.jpg,2024-01-08,210000.0,932,1256,2,0,2,30308,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1742,2010,1820-Peachtree-St-NW-Unit-1107_Atlanta_GA_30309_M59298-60536,699000.0,5929860536,2958157977,https://ap.rdcpix.com/d0bdf9f7a8af23edc434bcfa3ebb9a99l-m398667742s-w1024_h768.jpg,2024-01-08,705000.0,1699,1700,3,2,3,30309,Georgia,Atlanta,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1
1743,2003,4564-Parkview-Sq_Atlanta_GA_30349_M68558-82216,240000.0,6855882216,2962611438,https://ap.rdcpix.com/f3835903a37ddd7f26c7a1cfbae4e326l-m694391044s-w1024_h768.jpg,2024-01-08,240000.0,2178,1364,3,0,3,30349,Georgia,Atlanta,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
1744,1920,2299-Sutton-St-SE_Atlanta_GA_30317_M63706-08447,425000.0,6370608447,2960900235,https://ap.rdcpix.com/7259f67b6c76bcbc0e4a217e67072d5dl-m1039015876s-w1024_h768.jpg,2024-01-08,420000.0,4356,1086,1,0,2,30317,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1
1745,2009,2700-Paces-Ferry-Rd-SE-Unit-501_Atlanta_GA_30339_M60370-41636,1450000.0,6037041636,2961500136,https://ap.rdcpix.com/023616b22eb8a260f428db5953f9ee4fl-m4260848937s-w1024_h768.jpg,2024-01-08,1400000.0,2526,2574,3,0,3,30339,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
1746,2008,3621-Vinings-Slope-SE-Unit-1330_Atlanta_GA_30339_M59890-15160,400000.0,5989015160,2958546925,https://ap.rdcpix.com/37be542468e73faed15f4573fa493e86l-m2242027745s-w1024_h768.jpg,2024-01-08,390000.0,8930,1363,2,2,2,30339,Georgia,Atlanta,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
1747,1987,2660-Peachtree-Rd-NW-Apt-13B_Atlanta_GA_30305_M62442-25051,1300000.0,6244225051,2962542798,https://ap.rdcpix.com/cee75d8dd25cc8436809f8424868dbb1l-m3650852237s-w1024_h768.jpg,2024-01-08,1180000.0,3206,3206,3,0,3,30305,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1749,2003,823-Celeste-Ln-SW_Atlanta_GA_30331_M65735-06797,250000.0,6573506797,2960375003,https://ap.rdcpix.com/89a7c1be33114627ba930ec374749946l-m2051325094s-w1024_h768.jpg,2024-01-08,250000.0,1307,1600,3,1,3,30331,Georgia,Atlanta,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1
1750,1950,2195-Burroughs-Ave-SE_Atlanta_GA_30315_M52400-26761,89500.0,5240026761,2961041817,https://ap.rdcpix.com/81555b4f0f3b85da9024fc295fab27adl-b34315317s-w1024_h768.jpg,2024-01-08,89500.0,9757,936,1,0,3,30315,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1751,1981,1-Howell-Mill-Plantation-NW_Atlanta_GA_30327_M62558-89291,529000.0,6255889291,2961022454,https://ap.rdcpix.com/4059c3c2210cf2057826424052c1ebf3l-b410654431s-w1024_h768.jpg,2024-01-08,525000.0,1917,1900,3,0,3,30327,Georgia,Atlanta,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1752,1990,319-Grant-St-SE_Atlanta_GA_30312_M50125-31481,399000.0,5012531481,2961739467,https://ap.rdcpix.com/37fbf4db3bb3733e8076e94b2c7083fel-m3635611917s-w1024_h768.jpg,2024-01-12,395000.0,2047,1152,3,0,2,30312,Georgia,Atlanta,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1
1753,1983,475-Mount-Vernon-Hwy-NE-Apt-C132_Atlanta_GA_30328_M61519-17495,165000.0,6151917495,2960180423,https://ap.rdcpix.com/9acdc4dd45cd828bc6779e8d2448caa6l-m2240716474s-w1024_h768.jpg,2024-01-12,136000.0,701,700,1,0,1,30328,Georgia,Sandy Springs,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1754,1960,3669-Peachtree-Rd-NE-Apt-3D_Atlanta_GA_30319_M68670-35737,240000.0,6867035737,2959884761,https://ap.rdcpix.com/60c3d760ac22776066f849e865d67a4fl-m2984373604s-w1024_h768.jpg,2024-01-12,232000.0,1133,1132,1,1,2,30319,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0
1755,1983,201-Bainbridge-Dr_Sandy-Springs_GA_30327_M66469-13367,300000.0,6646913367,2962073720,https://ap.rdcpix.com/92f3c5b5c21700a22ab034cfaba5508cl-m4227345139s-w1024_h768.jpg,2024-01-12,287000.0,1133,1111,1,0,1,30327,Georgia,Sandy Springs,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
1756,2006,2539-Preston-View-Ct-SW_Atlanta_GA_30315_M64523-31770,350000.0,6452331770,2961987122,https://ap.rdcpix.com/37812f7642ef85fb999dc7e87b6dba0dl-m2816726459s-w1024_h768.jpg,2024-01-12,330000.0,5663,2400,3,2,3,30315,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
1758,1966,1412-Foxhall-Ln-SE-Apt-3_Atlanta_GA_30316_M60510-50696,160000.0,6051050696,2960751595,https://ap.rdcpix.com/f2ff25e2da41c2a6a16e7e0a5ed818c4l-m1884225234s-w1024_h768.jpg,2024-01-11,154000.0,4356,792,1,0,2,30316,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1759,2005,840-United-Ave-SE-Unit-309_Atlanta_GA_30312_M92238-46849,350000.0,9223846849,2960169743,https://ap.rdcpix.com/32fbbec28f1355bf27ebb5cbed63cad3l-m357158827s-w1024_h768.jpg,2024-01-11,350000.0,1045,1059,2,0,2,30312,Georgia,Atlanta,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1760,2002,2565-Laurel-Cir-NW_Atlanta_GA_30311_M59177-72828,225900.0,5917772828,2961024036,https://ap.rdcpix.com/91e49e97e3303014cb1f1cc9dc20e94cl-m3984081952s-w1024_h768.jpg,2024-01-11,225900.0,2178,1507,3,1,3,30311,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1761,1945,1178-Fenwood-St-SW_Atlanta_GA_30314_M50114-51471,199000.0,5011451471,2962381413,https://ap.rdcpix.com/525c84806f631a82845bdf73da64208fl-m2658252342s-w1024_h768.jpg,2024-01-11,188000.0,5314,1373,2,0,4,30314,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1762,1956,1331-Jody-Ln-NE_Atlanta_GA_30329_M62043-34109,635000.0,6204334109,2962409594,https://ap.rdcpix.com/415d706503049ca658d016afc0fd7125l-b448307689s-w1024_h768.jpg,2024-01-11,642500.0,13068,2046,2,0,4,30329,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
