,year_built,permalink,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
6101,1979,187-Stoneway-Dr-NW_Salem_OR_97304_M14485-89872,449900.0,1448589872,2961301617,https://ap.rdcpix.com/3a9c81b652749f103cd800ca4049aec4l-m2853397631s-w1024_h768.jpg,2024-01-11,422500.0,7841,2160,4,11,4,97304,Oregon,Salem,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6102,1979,2017-Fieldcrest-Ct-S_Salem_OR_97306_M25329-46932,415000.0,2532946932,2961992314,https://ap.rdcpix.com/d471c46366fb89663c88055efa39b2ffl-m196777059s-w1024_h768.jpg,2024-01-11,420000.0,8712,1255,2,2,3,97306,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6103,2016,2482-Equestrian-Loop-S_Salem_OR_97302_M22117-01085,499900.0,2211701085,2957235027,https://ap.rdcpix.com/6da280473a47a1ee6940f8f2a54bf01dl-m1037167637s-w1024_h768.jpg,2024-01-10,495000.0,6098,1884,2,2,4,97302,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6104,1977,4557-Garden-Ct-SE_Salem_OR_97317_M25731-05096,391500.0,2573105096,2959498750,https://ap.rdcpix.com/98f5b2495fa341470a8c6daa4b329507l-m3909831864s-w1024_h768.jpg,2024-01-10,370000.0,6534,1040,1,2,3,97317,Oregon,Salem,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
6105,1980,4177-Bramble-Ct-NE_Salem_OR_97305_M15170-88712,324900.0,1517088712,2962143471,https://ap.rdcpix.com/3267f88e8697f760c62f023d541eed75l-m1274382722s-w1024_h768.jpg,2024-01-09,333900.0,6534,1289,2,1,3,97305,Oregon,Salem,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
6107,1997,2679-Fort-Rock-Ct-SE_Salem_OR_97306_M29956-89512,509900.0,2995689512,2962053488,https://ap.rdcpix.com/3cd5ea4cb09c1d356d0eec3921a39703l-m4198762635s-w1024_h768.jpg,2024-01-08,515000.0,10019,2197,3,2,4,97306,Oregon,Salem,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
6108,2004,1035-Shores-St-NE_Salem_OR_97301_M15538-61974,348997.0,1553861974,2959811539,https://ap.rdcpix.com/fd4f219b07ed0f707a3f0fa213f312eal-b3752898229s-w1024_h768.jpg,2024-01-08,347000.0,4791,1276,2,2,3,97301,Oregon,Salem,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0
6109,2002,4705-Bayne-St-NE_Salem_OR_97305_M20385-65567,449900.0,2038565567,2960522330,https://ap.rdcpix.com/8039b381e414db9af15d312b09ecd427l-m1036585489s-w1024_h768.jpg,2024-01-08,449000.0,5227,1992,3,2,4,97305,Oregon,Salem,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
6110,1925,915-Winter-St-NE_Salem_OR_97301_M19940-44138,335000.0,1994044138,2961301612,https://ap.rdcpix.com/f5f5156e01085ad09bdef62f4e2d92bcl-m2599984182s-w1024_h768.jpg,2024-01-05,335000.0,3049,2198,2,0,3,97301,Oregon,Salem,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
6111,1952,7417-Sunnyside-Rd-SE_Salem_OR_97306_M15736-69785,429000.0,1573669785,2960224394,https://ap.rdcpix.com/c032ac5b06b6cf22d459ebfc7ef5f20al-m1036982471s-w1024_h768.jpg,2024-01-05,429000.0,14375,1793,2,2,4,97306,Oregon,Salem,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
6112,2001,553-Page-Ct-NE_Salem_OR_97301_M15687-91095,366000.0,1568791095,2960857752,https://ap.rdcpix.com/12e0ea4c8a09b2f72f9d38b17ed3e557l-m2517730544s-w1024_h768.jpg,2024-01-05,366000.0,4792,1208,2,2,3,97301,Oregon,Salem,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
6113,1948,745-D-St-NE_Salem_OR_97301_M19941-55936,329000.0,1994155936,2961301876,https://ap.rdcpix.com/ea576c0ada4b20fd03274d7bb31bfee9l-m19969614s-w1024_h768.jpg,2024-01-05,330000.0,2614,1792,1,1,2,97301,Oregon,Salem,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
6114,1951,1038-7th-St-NW_Salem_OR_97304_M18481-29660,312000.0,1848129660,2962090086,https://ap.rdcpix.com/1fb184402625b807c81e29f9bd773aa2l-m1936054861s-w1024_h768.jpg,2024-01-05,312000.0,3920,901,1,1,2,97304,Oregon,Salem,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6115,1979,1994-Banyan-Ct-NW_Salem_OR_97304_M22005-27785,450000.0,2200527785,2961397437,https://ap.rdcpix.com/9b9b874c930d0682d7cdb4022ac6edfcl-m3771656133s-w1024_h768.jpg,2024-01-04,430000.0,6098,2296,3,3,3,97304,Oregon,Salem,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0
6117,1969,1390-Clay-St-NE_Salem_OR_97301_M13873-77338,549900.0,1387377338,2962022993,https://ap.rdcpix.com/592e74b138fa275aa924c45ea0970141l-m2738655631s-w1024_h768.jpg,2024-01-04,575000.0,8276,2160,3,0,7,97301,Oregon,Salem,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6118,1981,2262-37th-Pl-NW_Salem_OR_97304_M13554-47303,515000.0,1355447303,2957282717,https://ap.rdcpix.com/6c48dc3db0baf7d19aea9446550da3c5l-m3328236941s-w1024_h768.jpg,2024-01-04,498500.0,17424,2256,2,2,3,97304,Oregon,Salem,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
6121,1923,160-Wilson-St-S_Salem_OR_97302_M26767-56204,355000.0,2676756204,2961097924,https://ap.rdcpix.com/3b114a36228c6a45ab56ab3364838e6cl-m1514338179s-w1024_h768.jpg,2024-01-03,350500.0,4791,1634,1,1,2,97302,Oregon,Salem,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
6123,1958,330-Marietta-St-SE_Salem_OR_97302_M16638-67887,390000.0,1663867887,2962347471,https://ap.rdcpix.com/4c9f80f85807108e7570c0e5854eb8cel-m3373561077s-w1024_h768.jpg,2024-01-03,375000.0,9148,1464,2,2,3,97302,Oregon,Salem,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
6124,1991,4869-Northstar-Ct-NE_Salem_OR_97305_M12513-45276,399000.0,1251345276,2961528181,https://ap.rdcpix.com/70b278a6855cab4c8582ce396d48f136l-m3285363421s-w1024_h768.jpg,2024-01-03,410500.0,10019,1311,2,2,3,97305,Oregon,Salem,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0
6126,1980,1240-Panorama-Ct-SE_Salem_OR_97302_M26095-77082,509900.0,2609577082,2959502178,https://ap.rdcpix.com/81a925cc582bb41105d994e508a863f2l-m4175593655s-w1024_h768.jpg,2024-01-02,490000.0,13068,1999,2,2,3,97302,Oregon,Salem,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6127,2007,5352-Kali-St-SE_Salem_OR_97306_M27396-64263,499995.0,2739664263,2956579702,https://ap.rdcpix.com/cc9ff46063d0e86879599dfc3babe3d5l-m1599492009s-w1024_h768.jpg,2024-01-02,487000.0,5227,2300,3,2,3,97306,Oregon,Salem,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0
6128,1956,1288-Spears-Ave-SE_Salem_OR_97302_M10367-45234,395000.0,1036745234,2961715177,https://ap.rdcpix.com/5ad5c5badd8adca58620544a37772d3al-m64268488s-w1024_h768.jpg,2024-01-02,395000.0,6970,1360,2,2,3,97302,Oregon,Salem,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
6129,1930,810-Electric-Ave-SE_Salem_OR_97302_M18718-86378,389900.0,1871886378,2961021353,https://ap.rdcpix.com/3f97316d6dd06731a574e9e76a51d5d6l-m470093944s-w1024_h768.jpg,2023-12-29,374000.0,6098,1424,2,1,3,97302,Oregon,Salem,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
6131,1941,715-Boone-Rd-SE_Salem_OR_97306_M28183-66785,529900.0,2818366785,2960549880,https://ap.rdcpix.com/b051e5e59ef6e752636de6486195e0bcl-m419687295s-w1024_h768.jpg,2023-12-29,529900.0,13068,1891,3,2,3,97306,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
6132,1961,5205-Center-St-NE_Salem_OR_97317_M27734-95442,425000.0,2773495442,2961434403,https://ap.rdcpix.com/5af8365f5092c341637fa9d969708f68l-m2903888625s-w1024_h768.jpg,2023-12-29,425000.0,11761,2055,2,2,4,97317,Oregon,Salem,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0
6133,1977,2446-Wilark-Dr-NW_Salem_OR_97304_M23963-08526,369900.0,2396308526,2960876228,https://ap.rdcpix.com/319891b33cc467169c4aa85b8dcb8b9bl-m3574763145s-w1024_h768.jpg,2023-12-29,369900.0,7405,1352,2,2,3,97304,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6134,1948,2020-Fisher-Rd-NE_Salem_OR_97305_M16177-81288,199900.0,1617781288,2961448150,https://ap.rdcpix.com/476092ef6da4e853098844067fdd24d2l-m3939774485s-w1024_h768.jpg,2023-12-29,214400.0,9148,1120,1,1,3,97305,Oregon,Salem,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6135,2014,3444-Edward-Dr-SE_Salem_OR_97302_M22427-39305,400000.0,2242739305,2961905315,https://ap.rdcpix.com/3fd602ab1ad77fb04f98de395401f4d1l-m4162734410s-w1024_h768.jpg,2023-12-29,400000.0,4791,1204,2,2,3,97302,Oregon,Salem,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
6136,1960,4786-Pullman-Ave-SE_Salem_OR_97302_M21036-17381,410000.0,2103617381,2961308426,https://ap.rdcpix.com/edec2e0fb6466d61a90a987db386c014l-m3211832481s-w1024_h768.jpg,2024-01-12,371000.0,7841,1472,2,2,3,97302,Oregon,Salem,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0
6137,1978,4748-Deepwood-Loop-NE_Salem_OR_97305_M16678-66715,199000.0,1667866715,2962291703,https://ap.rdcpix.com/222e01dffa2ce966b900d268b1dd7149l-m2652901647s-w1024_h768.jpg,2024-01-11,185000.0,7405,1650,2,0,3,97305,Oregon,Salem,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
6138,1976,1512-7th-St-NW_Salem_OR_97304_M90978-26047,748000.0,9097826047,2962216048,https://ap.rdcpix.com/521bfa0a164666c18cdbf6ff8be41417l-m1685509216s-w1024_h768.jpg,2024-01-11,760000.0,13939,3572,4,11,8,97304,Oregon,Salem,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
6139,1940,1395-Pearl-St-NE_Salem_OR_97301_M18557-95715,359900.0,1855795715,2958806994,https://ap.rdcpix.com/9c3423b677f859ec6c9eae63e5fe0926l-b3668797285s-w1024_h768.jpg,2024-01-11,359900.0,4791,1719,1,1,3,97301,Oregon,Salem,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0
6140,1910,2475-Lansing-Ave-NE_Salem_OR_97301_M10290-05290,494900.0,1029005290,2962102022,https://ap.rdcpix.com/b0cbb762a26d90430cb89ef51e335603l-m3942010845s-w1024_h768.jpg,2024-01-11,494000.0,19602,1935,3,1,4,97301,Oregon,Salem,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0
6141,2019,1579-Bartlett-Hill-Dr-NW_Salem_OR_97304_M91900-71133,649999.0,9190071133,2960468036,https://ap.rdcpix.com/12186029271fc449a8dbb0db84222586l-m3665694510s-w1024_h768.jpg,2024-01-11,645000.0,6970,2334,3,3,4,97304,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6142,1979,187-Stoneway-Dr-NW_Salem_OR_97304_M14485-89872,449900.0,1448589872,2961301617,https://ap.rdcpix.com/3a9c81b652749f103cd800ca4049aec4l-m2853397631s-w1024_h768.jpg,2024-01-11,422500.0,7841,2160,4,11,4,97304,Oregon,Salem,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6143,1979,2017-Fieldcrest-Ct-S_Salem_OR_97306_M25329-46932,415000.0,2532946932,2961992314,https://ap.rdcpix.com/d471c46366fb89663c88055efa39b2ffl-m196777059s-w1024_h768.jpg,2024-01-11,420000.0,8712,1255,2,2,3,97306,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6144,2016,2482-Equestrian-Loop-S_Salem_OR_97302_M22117-01085,499900.0,2211701085,2957235027,https://ap.rdcpix.com/6da280473a47a1ee6940f8f2a54bf01dl-m1037167637s-w1024_h768.jpg,2024-01-10,495000.0,6098,1884,2,2,4,97302,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6145,1977,4557-Garden-Ct-SE_Salem_OR_97317_M25731-05096,391500.0,2573105096,2959498750,https://ap.rdcpix.com/98f5b2495fa341470a8c6daa4b329507l-m3909831864s-w1024_h768.jpg,2024-01-10,370000.0,6534,1040,1,2,3,97317,Oregon,Salem,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
6146,1980,4177-Bramble-Ct-NE_Salem_OR_97305_M15170-88712,324900.0,1517088712,2962143471,https://ap.rdcpix.com/3267f88e8697f760c62f023d541eed75l-m1274382722s-w1024_h768.jpg,2024-01-09,333900.0,6534,1289,2,1,3,97305,Oregon,Salem,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
6148,1997,2679-Fort-Rock-Ct-SE_Salem_OR_97306_M29956-89512,509900.0,2995689512,2962053488,https://ap.rdcpix.com/3cd5ea4cb09c1d356d0eec3921a39703l-m4198762635s-w1024_h768.jpg,2024-01-08,515000.0,10019,2197,3,2,4,97306,Oregon,Salem,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
6149,2004,1035-Shores-St-NE_Salem_OR_97301_M15538-61974,348997.0,1553861974,2959811539,https://ap.rdcpix.com/fd4f219b07ed0f707a3f0fa213f312eal-b3752898229s-w1024_h768.jpg,2024-01-08,347000.0,4791,1276,2,2,3,97301,Oregon,Salem,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0
6150,2002,4705-Bayne-St-NE_Salem_OR_97305_M20385-65567,449900.0,2038565567,2960522330,https://ap.rdcpix.com/8039b381e414db9af15d312b09ecd427l-m1036585489s-w1024_h768.jpg,2024-01-08,449000.0,5227,1992,3,2,4,97305,Oregon,Salem,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
6151,1925,915-Winter-St-NE_Salem_OR_97301_M19940-44138,335000.0,1994044138,2961301612,https://ap.rdcpix.com/f5f5156e01085ad09bdef62f4e2d92bcl-m2599984182s-w1024_h768.jpg,2024-01-05,335000.0,3049,2198,2,0,3,97301,Oregon,Salem,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
6152,1952,7417-Sunnyside-Rd-SE_Salem_OR_97306_M15736-69785,429000.0,1573669785,2960224394,https://ap.rdcpix.com/c032ac5b06b6cf22d459ebfc7ef5f20al-m1036982471s-w1024_h768.jpg,2024-01-05,429000.0,14375,1793,2,2,4,97306,Oregon,Salem,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
6153,2001,553-Page-Ct-NE_Salem_OR_97301_M15687-91095,366000.0,1568791095,2960857752,https://ap.rdcpix.com/12e0ea4c8a09b2f72f9d38b17ed3e557l-m2517730544s-w1024_h768.jpg,2024-01-05,366000.0,4792,1208,2,2,3,97301,Oregon,Salem,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
6154,1948,745-D-St-NE_Salem_OR_97301_M19941-55936,329000.0,1994155936,2961301876,https://ap.rdcpix.com/ea576c0ada4b20fd03274d7bb31bfee9l-m19969614s-w1024_h768.jpg,2024-01-05,330000.0,2614,1792,1,1,2,97301,Oregon,Salem,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
6155,1951,1038-7th-St-NW_Salem_OR_97304_M18481-29660,312000.0,1848129660,2962090086,https://ap.rdcpix.com/1fb184402625b807c81e29f9bd773aa2l-m1936054861s-w1024_h768.jpg,2024-01-05,312000.0,3920,901,1,1,2,97304,Oregon,Salem,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6156,1979,1994-Banyan-Ct-NW_Salem_OR_97304_M22005-27785,450000.0,2200527785,2961397437,https://ap.rdcpix.com/9b9b874c930d0682d7cdb4022ac6edfcl-m3771656133s-w1024_h768.jpg,2024-01-04,430000.0,6098,2296,3,3,3,97304,Oregon,Salem,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0
6158,1969,1390-Clay-St-NE_Salem_OR_97301_M13873-77338,549900.0,1387377338,2962022993,https://ap.rdcpix.com/592e74b138fa275aa924c45ea0970141l-m2738655631s-w1024_h768.jpg,2024-01-04,575000.0,8276,2160,3,0,7,97301,Oregon,Salem,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6159,1981,2262-37th-Pl-NW_Salem_OR_97304_M13554-47303,515000.0,1355447303,2957282717,https://ap.rdcpix.com/6c48dc3db0baf7d19aea9446550da3c5l-m3328236941s-w1024_h768.jpg,2024-01-04,498500.0,17424,2256,2,2,3,97304,Oregon,Salem,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
6162,1923,160-Wilson-St-S_Salem_OR_97302_M26767-56204,355000.0,2676756204,2961097924,https://ap.rdcpix.com/3b114a36228c6a45ab56ab3364838e6cl-m1514338179s-w1024_h768.jpg,2024-01-03,350500.0,4791,1634,1,1,2,97302,Oregon,Salem,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
6164,1958,330-Marietta-St-SE_Salem_OR_97302_M16638-67887,390000.0,1663867887,2962347471,https://ap.rdcpix.com/4c9f80f85807108e7570c0e5854eb8cel-m3373561077s-w1024_h768.jpg,2024-01-03,375000.0,9148,1464,2,2,3,97302,Oregon,Salem,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
6165,1991,4869-Northstar-Ct-NE_Salem_OR_97305_M12513-45276,399000.0,1251345276,2961528181,https://ap.rdcpix.com/70b278a6855cab4c8582ce396d48f136l-m3285363421s-w1024_h768.jpg,2024-01-03,410500.0,10019,1311,2,2,3,97305,Oregon,Salem,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0
6167,1980,1240-Panorama-Ct-SE_Salem_OR_97302_M26095-77082,509900.0,2609577082,2959502178,https://ap.rdcpix.com/81a925cc582bb41105d994e508a863f2l-m4175593655s-w1024_h768.jpg,2024-01-02,490000.0,13068,1999,2,2,3,97302,Oregon,Salem,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6168,2007,5352-Kali-St-SE_Salem_OR_97306_M27396-64263,499995.0,2739664263,2956579702,https://ap.rdcpix.com/cc9ff46063d0e86879599dfc3babe3d5l-m1599492009s-w1024_h768.jpg,2024-01-02,487000.0,5227,2300,3,2,3,97306,Oregon,Salem,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0
6169,1956,1288-Spears-Ave-SE_Salem_OR_97302_M10367-45234,395000.0,1036745234,2961715177,https://ap.rdcpix.com/5ad5c5badd8adca58620544a37772d3al-m64268488s-w1024_h768.jpg,2024-01-02,395000.0,6970,1360,2,2,3,97302,Oregon,Salem,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
6170,1930,810-Electric-Ave-SE_Salem_OR_97302_M18718-86378,389900.0,1871886378,2961021353,https://ap.rdcpix.com/3f97316d6dd06731a574e9e76a51d5d6l-m470093944s-w1024_h768.jpg,2023-12-29,374000.0,6098,1424,2,1,3,97302,Oregon,Salem,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
6172,1941,715-Boone-Rd-SE_Salem_OR_97306_M28183-66785,529900.0,2818366785,2960549880,https://ap.rdcpix.com/b051e5e59ef6e752636de6486195e0bcl-m419687295s-w1024_h768.jpg,2023-12-29,529900.0,13068,1891,3,2,3,97306,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
6173,1961,5205-Center-St-NE_Salem_OR_97317_M27734-95442,425000.0,2773495442,2961434403,https://ap.rdcpix.com/5af8365f5092c341637fa9d969708f68l-m2903888625s-w1024_h768.jpg,2023-12-29,425000.0,11761,2055,2,2,4,97317,Oregon,Salem,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0
6174,1977,2446-Wilark-Dr-NW_Salem_OR_97304_M23963-08526,369900.0,2396308526,2960876228,https://ap.rdcpix.com/319891b33cc467169c4aa85b8dcb8b9bl-m3574763145s-w1024_h768.jpg,2023-12-29,369900.0,7405,1352,2,2,3,97304,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6175,1948,2020-Fisher-Rd-NE_Salem_OR_97305_M16177-81288,199900.0,1617781288,2961448150,https://ap.rdcpix.com/476092ef6da4e853098844067fdd24d2l-m3939774485s-w1024_h768.jpg,2023-12-29,214400.0,9148,1120,1,1,3,97305,Oregon,Salem,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6176,2014,3444-Edward-Dr-SE_Salem_OR_97302_M22427-39305,400000.0,2242739305,2961905315,https://ap.rdcpix.com/3fd602ab1ad77fb04f98de395401f4d1l-m4162734410s-w1024_h768.jpg,2023-12-29,400000.0,4791,1204,2,2,3,97302,Oregon,Salem,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
6177,1946,970-Vista-Ave-SE_Salem_OR_97302_M26320-74339,380000.0,2632074339,2960393157,https://ap.rdcpix.com/24a6d1e295be0436fba1ca5295c16da5l-m3761511488s-w1024_h768.jpg,2023-12-29,380000.0,15682,1218,1,2,2,97302,Oregon,Salem,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
6178,1978,4748-Deepwood-Loop-NE_Salem_OR_97305_M16678-66715,199000.0,1667866715,2962291703,https://ap.rdcpix.com/222e01dffa2ce966b900d268b1dd7149l-m2652901647s-w1024_h768.jpg,2024-01-11,185000.0,7405,1650,2,0,3,97305,Oregon,Salem,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
6179,1976,1512-7th-St-NW_Salem_OR_97304_M90978-26047,748000.0,9097826047,2962216048,https://ap.rdcpix.com/521bfa0a164666c18cdbf6ff8be41417l-m1685509216s-w1024_h768.jpg,2024-01-11,760000.0,13939,3572,4,11,8,97304,Oregon,Salem,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
6180,1940,1395-Pearl-St-NE_Salem_OR_97301_M18557-95715,359900.0,1855795715,2958806994,https://ap.rdcpix.com/9c3423b677f859ec6c9eae63e5fe0926l-b3668797285s-w1024_h768.jpg,2024-01-11,359900.0,4791,1719,1,1,3,97301,Oregon,Salem,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0
6181,1910,2475-Lansing-Ave-NE_Salem_OR_97301_M10290-05290,494900.0,1029005290,2962102022,https://ap.rdcpix.com/b0cbb762a26d90430cb89ef51e335603l-m3942010845s-w1024_h768.jpg,2024-01-11,494000.0,19602,1935,3,1,4,97301,Oregon,Salem,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0
6182,2019,1579-Bartlett-Hill-Dr-NW_Salem_OR_97304_M91900-71133,649999.0,9190071133,2960468036,https://ap.rdcpix.com/12186029271fc449a8dbb0db84222586l-m3665694510s-w1024_h768.jpg,2024-01-11,645000.0,6970,2334,3,3,4,97304,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6183,1979,187-Stoneway-Dr-NW_Salem_OR_97304_M14485-89872,449900.0,1448589872,2961301617,https://ap.rdcpix.com/3a9c81b652749f103cd800ca4049aec4l-m2853397631s-w1024_h768.jpg,2024-01-11,422500.0,7841,2160,4,11,4,97304,Oregon,Salem,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6184,1979,2017-Fieldcrest-Ct-S_Salem_OR_97306_M25329-46932,415000.0,2532946932,2961992314,https://ap.rdcpix.com/d471c46366fb89663c88055efa39b2ffl-m196777059s-w1024_h768.jpg,2024-01-11,420000.0,8712,1255,2,2,3,97306,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6185,2016,2482-Equestrian-Loop-S_Salem_OR_97302_M22117-01085,499900.0,2211701085,2957235027,https://ap.rdcpix.com/6da280473a47a1ee6940f8f2a54bf01dl-m1037167637s-w1024_h768.jpg,2024-01-10,495000.0,6098,1884,2,2,4,97302,Oregon,Salem,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6186,1977,4557-Garden-Ct-SE_Salem_OR_97317_M25731-05096,391500.0,2573105096,2959498750,https://ap.rdcpix.com/98f5b2495fa341470a8c6daa4b329507l-m3909831864s-w1024_h768.jpg,2024-01-10,370000.0,6534,1040,1,2,3,97317,Oregon,Salem,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
6187,1980,4177-Bramble-Ct-NE_Salem_OR_97305_M15170-88712,324900.0,1517088712,2962143471,https://ap.rdcpix.com/3267f88e8697f760c62f023d541eed75l-m1274382722s-w1024_h768.jpg,2024-01-09,333900.0,6534,1289,2,1,3,97305,Oregon,Salem,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
6189,1997,2679-Fort-Rock-Ct-SE_Salem_OR_97306_M29956-89512,509900.0,2995689512,2962053488,https://ap.rdcpix.com/3cd5ea4cb09c1d356d0eec3921a39703l-m4198762635s-w1024_h768.jpg,2024-01-08,515000.0,10019,2197,3,2,4,97306,Oregon,Salem,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
6190,2004,1035-Shores-St-NE_Salem_OR_97301_M15538-61974,348997.0,1553861974,2959811539,https://ap.rdcpix.com/fd4f219b07ed0f707a3f0fa213f312eal-b3752898229s-w1024_h768.jpg,2024-01-08,347000.0,4791,1276,2,2,3,97301,Oregon,Salem,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0
6191,2002,4705-Bayne-St-NE_Salem_OR_97305_M20385-65567,449900.0,2038565567,2960522330,https://ap.rdcpix.com/8039b381e414db9af15d312b09ecd427l-m1036585489s-w1024_h768.jpg,2024-01-08,449000.0,5227,1992,3,2,4,97305,Oregon,Salem,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
6192,1925,915-Winter-St-NE_Salem_OR_97301_M19940-44138,335000.0,1994044138,2961301612,https://ap.rdcpix.com/f5f5156e01085ad09bdef62f4e2d92bcl-m2599984182s-w1024_h768.jpg,2024-01-05,335000.0,3049,2198,2,0,3,97301,Oregon,Salem,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
6193,1952,7417-Sunnyside-Rd-SE_Salem_OR_97306_M15736-69785,429000.0,1573669785,2960224394,https://ap.rdcpix.com/c032ac5b06b6cf22d459ebfc7ef5f20al-m1036982471s-w1024_h768.jpg,2024-01-05,429000.0,14375,1793,2,2,4,97306,Oregon,Salem,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
6194,2001,553-Page-Ct-NE_Salem_OR_97301_M15687-91095,366000.0,1568791095,2960857752,https://ap.rdcpix.com/12e0ea4c8a09b2f72f9d38b17ed3e557l-m2517730544s-w1024_h768.jpg,2024-01-05,366000.0,4792,1208,2,2,3,97301,Oregon,Salem,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
